01/1990,02/1990,03/1990,04/1990,05/1990,06/1990,07/1990,08/1990,09/1990,10/1990,11/1990,12/1990,01/1991,02/1991,03/1991,04/1991,05/1991,06/1991,07/1991,08/1991,09/1991,10/1991,11/1991,12/1991,01/1992,02/1992,03/1992,04/1992,05/1992,06/1992,07/1992,08/1992,09/1992,10/1992,11/1992,12/1992,01/1993,02/1993,03/1993,04/1993,05/1993,06/1993,07/1993,08/1993,09/1993,10/1993,11/1993,12/1993,01/1994,02/1994,03/1994,04/1994,05/1994,06/1994,07/1994,08/1994,09/1994,10/1994,11/1994,12/1994,01/1995,02/1995,03/1995,04/1995,05/1995,06/1995,07/1995,08/1995,09/1995,10/1995,11/1995,12/1995,01/1996,02/1996,03/1996,04/1996,05/1996,06/1996,07/1996,08/1996,09/1996,10/1996,11/1996,12/1996,01/1997,02/1997,03/1997,04/1997,05/1997,06/1997,07/1997,08/1997,09/1997,10/1997,11/1997,12/1997,01/1998,02/1998,03/1998,04/1998,05/1998,06/1998,07/1998,08/1998,09/1998,10/1998,11/1998,12/1998,01/1999,02/1999,03/1999,04/1999,05/1999,06/1999,07/1999,08/1999,09/1999,10/1999,11/1999,12/1999,01/2000,02/2000,03/2000,04/2000,05/2000,06/2000,07/2000,08/2000,09/2000,10/2000,11/2000,12/2000,01/2001,02/2001,03/2001,04/2001,05/2001,06/2001,07/2001,08/2001,09/2001,10/2001,11/2001,12/2001,01/2002,02/2002,03/2002,04/2002,05/2002,06/2002,07/2002,08/2002,09/2002,10/2002,11/2002,12/2002,01/2003,02/2003,03/2003,04/2003,05/2003,06/2003,07/2003,08/2003,09/2003,10/2003,11/2003,12/2003,01/2004,02/2004,03/2004,04/2004,05/2004,06/2004,07/2004,08/2004,09/2004,10/2004,11/2004,12/2004,01/2005,02/2005,03/2005,04/2005,05/2005,06/2005,07/2005,08/2005,09/2005,10/2005,11/2005,12/2005,01/2006,02/2006,03/2006,04/2006,05/2006,06/2006,07/2006,08/2006,09/2006,10/2006,11/2006,12/2006,01/2007,02/2007,03/2007,04/2007,05/2007,06/2007,07/2007,08/2007,09/2007,10/2007,11/2007,12/2007,01/2008,02/2008,03/2008,04/2008,05/2008,06/2008,07/2008,08/2008,09/2008,10/2008,11/2008,12/2008,01/2009,02/2009,03/2009,04/2009,05/2009,06/2009,07/2009,08/2009,09/2009,10/2009,11/2009,12/2009,01/2010,02/2010,03/2010,04/2010,05/2010,06/2010,07/2010,08/2010,09/2010,10/2010,11/2010,12/2010,01/2011,02/2011,03/2011,04/2011,05/2011,06/2011,07/2011,08/2011,09/2011,10/2011,11/2011,12/2011,01/2012,02/2012,03/2012,04/2012,05/2012,06/2012,07/2012,08/2012,09/2012,10/2012,11/2012,12/2012,01/2013,02/2013,03/2013,04/2013,05/2013,06/2013,07/2013,08/2013,09/2013,10/2013,11/2013,12/2013,01/2014,02/2014,03/2014,04/2014,05/2014,06/2014,07/2014,08/2014,09/2014,10/2014,11/2014,12/2014,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
S210,S210,S210,S660,S660,S660,S75,S75,S75,S377,S377,S377,S377,S377,S377,S988,S988,S988,S988,S988,S988,S1330,S1330,S1330,S155,S155,S155,S512,S512,S512,S512,S512,S512,S59,S59,S59,S59,S59,S59,S1206,S1206,S1206,S1090,S1090,S1090,S1100,S1100,S83,S1093,S1093,S4,S796,S796,S796,S853,S853,S853,S585,S585,S585,S104,S104,S104,S104,S104,S104,S408,S408,S408,S545,S545,S545,S1185,S1185,S1185,S141,S94,S94,S1027,S1027,S1027,S139,S139,S139,S626,S626,S626,S848,S848,S1093,S155,S155,S1185,S785,S12,S12,S796,S796,S796,S57,S57,S928,S785,S661,S12,S1032,S819,S149,S834,S708,S89,S1093,S709,S796,S83,S83,S141,S848,S848,S848,S796,S796,S796,S1211,S1211,S1211,S709,S709,S4,S321,S321,S321,S661,S661,S661,S388,S388,S388,S708,S1334,S1334,S89,S89,S89,S785,S661,S468,S468,S10,S708,S852,S852,S852,S1032,S449,S449,S852,S852,S852,S12,S12,S12,S685,S685,S685,S708,S708,S708,S852,S852,S852,S1234,S1234,S1234,S708,S708,S338,S1037,S1037,S126,S852,S852,S852,S322,S322,S1009,S89,S852,S785,S420,S420,S420,S12,S12,S12,S165,S165,S209,S227,S227,S1002,S1211,S1211,S726,S1093,S1093,S1093,S366,S1369,S871,S89,S89,S89,S796,S686,S562,S852,S852,S852,S453,S514,S514,S89,S852,S852,S1368,S461,S520,S785,S785,S661,S407,S407,S372,S852,S852,S852,S752,S752,S752,S89,S89,S796,S820,S820,S89,S89,S89,S30,S30,S1119,S1119,S89,S89,S89,S8,S8,S1046,S852,S852,S852,S435,S435,S568,S852,S852,S852,S1093,S8,S8,S785,S785,S661,S218,S218,S227,S1093,S1093,S1093,S1201,S1201,S1074,S852,S852,S852,S376,S1231,S748,S658,S658,S852,S453,S86,S86,S785,S785,S785,S686,S615,S811,S785,S785,S785,S719,S719,S7,S852,S661,S661,S1002,S1002,S671,S12,S31,S31,S796,S796,S622,S31,S31,S31,S698,S1223,S1223,S31,S31,S31,S541,S541,S155,S1093,S1093,S1093,S747,S747,S747,S542,S542,S482,S852,S852,S852,S1093,S1093,S1093,S852,S852,S491
S1211,S1211,S1211,S1159,S1159,S1159,S660,S660,S660,S1129,S1129,S1129,S1129,S1129,S1129,S377,S377,S377,S377,S377,S377,S988,S988,S988,S730,S730,S730,S155,S155,S155,S853,S853,S853,S512,S512,S512,S512,S512,S512,S59,S59,S59,S1206,S1206,S1206,S210,S210,S1100,S848,S848,S1093,S4,S4,S4,S198,S198,S198,S4,S4,S4,S585,S585,S585,S585,S853,S853,S525,S525,S525,S408,S408,S408,S184,S184,S184,S1100,S141,S141,S512,S512,S512,S605,S605,S605,S852,S852,S852,S12,S12,S848,S914,S914,S155,S852,S661,S661,S4,S4,S4,S545,S545,S57,S626,S785,S661,S377,S745,S74,S415,S834,S708,S848,S1093,S4,S139,S139,S83,S12,S12,S12,S4,S4,S4,S60,S60,S60,S1093,S1093,S709,S659,S1279,S1279,S785,S785,S785,S1226,S1226,S1226,S1123,S338,S338,S1334,S1334,S1334,S626,S785,S22,S22,S468,S834,S89,S89,S89,S1160,S159,S159,S89,S89,S89,S661,S661,S661,S928,S928,S928,S834,S834,S834,S89,S89,S89,S1241,S1241,S1292,S834,S834,S708,S1032,S1032,S1037,S89,S89,S89,S209,S194,S99,S338,S89,S852,S35,S35,S35,S661,S661,S661,S1140,S1140,S1234,S652,S652,S227,S420,S420,S1211,S12,S12,S12,S817,S366,S1369,S338,S338,S338,S709,S284,S780,S89,S89,S89,S592,S227,S227,S338,S89,S89,S420,S1368,S128,S852,S852,S785,S1046,S1046,S407,S89,S89,S89,S427,S427,S427,S338,S338,S709,S796,S796,S338,S338,S338,S639,S639,S685,S685,S338,S338,S338,S796,S796,S453,S89,S89,S89,S672,S1294,S435,S89,S89,S89,S12,S796,S796,S852,S852,S785,S376,S376,S218,S12,S12,S12,S796,S796,S592,S89,S89,S89,S1236,S376,S1231,S338,S338,S89,S144,S1178,S1178,S852,S852,S852,S29,S686,S711,S852,S852,S852,S555,S555,S719,S89,S785,S785,S574,S728,S842,S661,S12,S12,S976,S976,S76,S12,S12,S12,S1087,S698,S698,S12,S12,S12,S115,S115,S358,S31,S31,S31,S394,S394,S394,S425,S425,S542,S89,S89,S89,S31,S31,S31,S89,S89,S1309
S545,S545,S545,S1214,S1214,S1214,S1159,S1159,S1159,S289,S289,S289,S1015,S1015,S1015,S1129,S1129,S1129,S1129,S1129,S1129,S697,S697,S697,S1273,S1273,S1273,S730,S730,S730,S155,S155,S155,S853,S853,S853,S338,S338,S338,S512,S512,S512,S1192,S1192,S1192,S853,S853,S210,S12,S12,S848,S709,S709,S709,S140,S140,S140,S1100,S1100,S1100,S551,S551,S551,S551,S585,S585,S934,S934,S934,S400,S400,S400,S914,S914,S914,S450,S1100,S1100,S1070,S1070,S1070,S19,S19,S19,S89,S89,S89,S661,S661,S12,S1130,S1130,S914,S89,S785,S785,S709,S709,S709,S585,S585,S1121,S852,S626,S785,S1234,S1032,S611,S805,S415,S834,S12,S848,S709,S155,S155,S173,S661,S661,S661,S709,S709,S709,S566,S566,S566,S848,S848,S1093,S914,S659,S659,S626,S626,S626,S875,S875,S87,S415,S708,S708,S338,S338,S338,S852,S626,S209,S209,S22,S415,S338,S338,S338,S373,S1032,S1032,S834,S834,S834,S785,S785,S785,S1283,S1283,S1283,S415,S415,S415,S338,S338,S338,S796,S796,S1241,S415,S415,S834,S1228,S1228,S1032,S338,S338,S338,S664,S209,S22,S708,S338,S89,S610,S610,S610,S785,S785,S785,S1241,S1241,S512,S599,S599,S652,S196,S196,S420,S661,S661,S661,S337,S817,S366,S708,S708,S708,S1093,S85,S467,S338,S338,S338,S972,S453,S453,S708,S338,S338,S387,S420,S461,S89,S89,S852,S86,S86,S308,S338,S338,S338,S672,S672,S672,S708,S708,S1093,S709,S709,S708,S708,S708,S1010,S1010,S196,S196,S708,S708,S708,S709,S709,S8,S338,S338,S338,S545,S681,S1294,S338,S338,S338,S661,S709,S709,S338,S89,S852,S1228,S1228,S376,S661,S661,S661,S976,S976,S583,S658,S658,S658,S720,S1236,S376,S708,S708,S658,S252,S453,S453,S89,S89,S89,S876,S741,S615,S89,S89,S89,S1046,S1046,S555,S658,S852,S852,S376,S1060,S1169,S785,S661,S661,S709,S709,S796,S661,S661,S661,S686,S1087,S1087,S661,S661,S661,S752,S752,S541,S12,S12,S12,S1370,S1370,S1370,S173,S173,S425,S658,S658,S658,S12,S12,S12,S658,S658,S556
S140,S140,S140,S710,S710,S710,S456,S456,S456,S9,S9,S9,S289,S289,S289,S1185,S1185,S1185,S1185,S1185,S1185,S377,S377,S377,S1330,S1330,S1330,S1273,S1273,S338,S730,S730,S730,S155,S155,S155,S55,S55,S55,S338,S338,S338,S377,S377,S377,S439,S439,S853,S852,S852,S12,S1093,S1093,S1093,S468,S468,S468,S997,S997,S997,S1212,S1212,S1212,S1212,S84,S84,S104,S104,S104,S525,S525,S525,S835,S835,S835,S139,S450,S450,S796,S796,S796,S490,S490,S490,S708,S708,S708,S785,S785,S661,S563,S563,S730,S338,S852,S852,S1093,S1093,S1093,S822,S822,S545,S89,S852,S626,S512,S377,S1088,S578,S805,S415,S661,S12,S1093,S1015,S1015,S139,S785,S785,S785,S1093,S1093,S1093,S634,S634,S634,S12,S12,S848,S420,S914,S914,S852,S852,S852,S796,S796,S875,S185,S834,S834,S708,S708,S708,S89,S852,S1008,S1008,S209,S185,S708,S708,S708,S1234,S1160,S1160,S415,S415,S415,S852,S852,S852,S1193,S1193,S1193,S185,S185,S185,S708,S708,S708,S709,S709,S796,S185,S185,S415,S343,S343,S1228,S708,S708,S708,S165,S664,S322,S834,S708,S338,S721,S721,S527,S852,S852,S852,S1053,S1053,S165,S489,S489,S599,S35,S35,S196,S785,S785,S785,S752,S337,S817,S834,S834,S834,S12,S8,S158,S708,S708,S708,S796,S592,S507,S834,S708,S708,S628,S387,S1368,S338,S338,S89,S376,S376,S1046,S708,S708,S708,S372,S372,S372,S834,S834,S12,S1093,S1093,S415,S834,S834,S752,S752,S702,S367,S834,S834,S834,S1093,S1093,S345,S708,S708,S708,S811,S672,S337,S708,S708,S708,S785,S1093,S1093,S708,S338,S89,S1110,S1110,S1228,S785,S785,S785,S709,S709,S1201,S338,S338,S338,S758,S720,S1236,S834,S834,S338,S796,S144,S775,S658,S658,S658,S264,S29,S686,S658,S658,S658,S86,S86,S1046,S338,S89,S89,S1228,S574,S1002,S852,S785,S785,S1093,S1093,S976,S785,S785,S785,S86,S686,S686,S785,S785,S785,S556,S556,S115,S661,S661,S661,S1027,S1027,S1027,S997,S997,S173,S338,S338,S338,S661,S661,S661,S338,S338,S125
S1258,S1258,S1258,S661,S661,S661,S1166,S1166,S1166,S75,S75,S75,S9,S9,S9,S1015,S1015,S1015,S1015,S1015,S1015,S1129,S1129,S1129,S988,S988,S988,S1330,S1330,S1273,S221,S221,S221,S730,S730,S730,S853,S853,S853,S55,S55,S55,S59,S59,S59,S198,S198,S439,S89,S89,S852,S848,S848,S848,S973,S973,S973,S853,S853,S853,S4,S4,S796,S796,S551,S551,S4,S4,S4,S934,S934,S934,S545,S545,S545,S1185,S139,S139,S709,S709,S709,S140,S140,S140,S834,S834,S834,S626,S626,S785,S1283,S1283,S1130,S708,S89,S89,S848,S848,S848,S133,S133,S585,S338,S89,S852,S1341,S1234,S819,S297,S578,S805,S785,S661,S848,S732,S732,S155,S852,S852,S852,S848,S848,S848,S537,S537,S537,S661,S661,S12,S387,S420,S420,S89,S89,S89,S4,S4,S796,S805,S1123,S1123,S834,S834,S834,S1334,S89,S388,S388,S1008,S805,S834,S834,S834,S512,S373,S373,S805,S805,S805,S89,S89,S89,S449,S449,S449,S805,S805,S805,S834,S834,S834,S1093,S1093,S709,S805,S805,S185,S1272,S1272,S343,S834,S834,S834,S1292,S165,S194,S415,S834,S708,S156,S156,S721,S89,S89,S89,S1337,S1337,S1140,S746,S746,S489,S562,S562,S35,S852,S852,S852,S1083,S752,S337,S415,S415,S415,S661,S1228,S1343,S834,S834,S834,S709,S972,S290,S415,S834,S834,S582,S628,S420,S708,S708,S338,S453,S453,S86,S834,S834,S834,S686,S686,S686,S415,S415,S661,S12,S12,S185,S415,S415,S672,S672,S30,S702,S415,S415,S415,S12,S12,S1126,S834,S834,S834,S376,S545,S681,S834,S834,S834,S852,S12,S12,S834,S708,S338,S796,S796,S28,S852,S852,S852,S1093,S1093,S796,S708,S708,S708,S1228,S758,S720,S166,S166,S708,S976,S252,S144,S338,S338,S338,S758,S876,S741,S338,S338,S338,S701,S701,S86,S708,S658,S658,S1027,S376,S728,S89,S852,S852,S31,S31,S709,S852,S852,S852,S29,S86,S86,S852,S852,S852,S563,S563,S752,S785,S785,S785,S939,S939,S939,S461,S461,S997,S1051,S1051,S1051,S785,S785,S785,S1051,S1051,S468
S13,S13,S13,S338,S338,S338,S1214,S1214,S1214,S660,S660,S660,S1238,S1238,S1238,S1257,S1257,S1257,S456,S456,S456,S338,S338,S338,S774,S774,S774,S988,S988,S1330,S1070,S1070,S1070,S221,S221,S221,S155,S155,S155,S521,S521,S521,S1234,S1234,S1234,S545,S384,S198,S708,S708,S89,S12,S12,S12,S1234,S1234,S1234,S200,S200,S200,S709,S709,S4,S4,S1212,S1212,S852,S852,S852,S104,S104,S104,S456,S456,S456,S184,S1185,S1185,S1093,S1093,S1093,S312,S312,S312,S415,S415,S415,S852,S852,S626,S19,S19,S563,S834,S338,S338,S12,S12,S12,S1328,S1328,S822,S708,S338,S89,S796,S512,S745,S307,S297,S578,S852,S785,S12,S1028,S1028,S769,S89,S89,S89,S12,S12,S12,S30,S30,S30,S785,S785,S661,S108,S387,S387,S1334,S1334,S1334,S709,S709,S4,S182,S415,S415,S1123,S1123,S1123,S338,S1334,S1226,S1226,S388,S182,S415,S415,S415,S796,S1234,S1234,S182,S182,S182,S338,S338,S338,S714,S714,S714,S182,S182,S182,S415,S415,S415,S12,S12,S1093,S182,S182,S805,S1045,S1045,S1272,S415,S415,S415,S532,S1292,S209,S185,S415,S834,S497,S497,S156,S338,S338,S338,S796,S796,S1241,S796,S796,S746,S442,S442,S562,S89,S89,S89,S795,S1083,S752,S185,S185,S185,S785,S652,S227,S415,S415,S415,S1093,S796,S592,S185,S415,S415,S563,S582,S387,S834,S834,S708,S1262,S1262,S376,S415,S415,S415,S905,S905,S905,S185,S185,S785,S661,S661,S805,S185,S185,S811,S811,S639,S30,S185,S185,S185,S661,S661,S796,S415,S415,S415,S264,S811,S672,S415,S415,S415,S89,S661,S661,S166,S834,S708,S976,S976,S1110,S89,S89,S89,S12,S12,S976,S834,S834,S834,S1375,S1228,S758,S415,S415,S834,S709,S796,S1280,S708,S708,S708,S1074,S264,S29,S708,S708,S708,S758,S758,S701,S834,S338,S338,S796,S1228,S1060,S658,S89,S89,S12,S12,S1093,S89,S89,S89,S758,S29,S29,S89,S89,S89,S18,S18,S556,S852,S852,S852,S583,S583,S583,S1279,S1279,S461,S834,S834,S834,S852,S852,S852,S93,S93,S1021
S735,S735,S735,S521,S521,S521,S710,S710,S710,S1159,S1159,S1159,S75,S75,S75,S289,S289,S289,S935,S935,S935,S980,S980,S980,S697,S697,S697,S950,S950,S1104,S338,S338,S338,S1070,S1070,S1070,S730,S730,S161,S183,S183,S183,S512,S512,S512,S456,S545,S384,S834,S834,S708,S661,S661,S661,S512,S512,S512,S914,S914,S914,S1093,S1093,S709,S709,S796,S796,S338,S338,S338,S796,S796,S796,S408,S408,S408,S769,S184,S184,S848,S848,S848,S1025,S1025,S1025,S805,S805,S805,S89,S89,S852,S1148,S1148,S1283,S415,S708,S708,S661,S661,S661,S452,S452,S1260,S834,S708,S338,S709,S1341,S1032,S1221,S307,S980,S89,S852,S661,S987,S987,S1015,S338,S338,S338,S661,S661,S661,S1340,S1340,S1340,S852,S852,S785,S1217,S108,S108,S338,S338,S338,S1093,S1093,S709,S578,S185,S185,S415,S415,S415,S708,S338,S433,S433,S1226,S578,S185,S185,S185,S709,S512,S512,S578,S578,S578,S708,S708,S708,S328,S328,S328,S578,S578,S578,S185,S185,S185,S661,S661,S12,S578,S578,S182,S570,S570,S1045,S185,S185,S185,S433,S241,S664,S805,S185,S415,S612,S612,S497,S708,S708,S708,S709,S709,S1053,S709,S709,S796,S1358,S1358,S442,S338,S338,S338,S466,S795,S1083,S182,S182,S805,S852,S643,S686,S185,S185,S185,S12,S709,S972,S805,S185,S185,S1118,S563,S685,S415,S415,S834,S796,S796,S453,S185,S185,S185,S1228,S1228,S345,S805,S805,S852,S785,S785,S182,S805,S805,S686,S686,S1010,S639,S805,S805,S805,S785,S785,S709,S185,S185,S185,S1228,S265,S545,S185,S185,S185,S338,S785,S785,S415,S166,S834,S709,S709,S796,S658,S658,S658,S661,S661,S709,S166,S166,S166,S820,S1375,S1228,S185,S185,S166,S1093,S976,S252,S834,S834,S834,S1228,S758,S876,S834,S834,S834,S765,S765,S394,S166,S708,S708,S976,S1027,S574,S338,S658,S658,S661,S661,S31,S658,S658,S658,S327,S745,S1164,S658,S658,S658,S553,S553,S563,S89,S89,S89,S622,S622,S622,S966,S966,S1279,S166,S166,S166,S89,S89,S89,S834,S834,S183
S796,S796,S796,S550,S550,S550,S796,S796,S796,S1243,S869,S869,S660,S660,S660,S9,S9,S9,S1257,S1257,S1257,S786,S786,S786,S377,S377,S377,S774,S774,S988,S578,S578,S578,S796,S796,S796,S563,S563,S730,S450,S450,S450,S796,S796,S796,S149,S456,S545,S182,S182,S834,S785,S785,S785,S796,S796,S796,S791,S791,S791,S848,S848,S1093,S1093,S4,S4,S834,S834,S834,S4,S4,S4,S1362,S1362,S1362,S914,S769,S769,S12,S12,S12,S1141,S1141,S1141,S182,S182,S182,S338,S338,S89,S671,S671,S19,S185,S834,S834,S785,S785,S785,S1338,S1338,S133,S415,S834,S708,S1093,S796,S377,S1277,S1221,S786,S338,S89,S785,S537,S537,S732,S708,S708,S708,S785,S785,S785,S207,S207,S207,S89,S89,S852,S826,S1217,S1217,S708,S708,S708,S848,S848,S1093,S980,S805,S805,S185,S185,S185,S834,S708,S823,S823,S38,S980,S805,S805,S805,S1093,S796,S796,S980,S980,S980,S834,S834,S834,S214,S214,S214,S980,S980,S980,S805,S805,S805,S785,S785,S661,S980,S980,S578,S891,S891,S570,S805,S805,S805,S796,S532,S165,S182,S805,S185,S383,S383,S612,S834,S834,S834,S1093,S1093,S1337,S1093,S1093,S709,S1148,S1148,S1130,S708,S708,S708,S1283,S466,S795,S578,S578,S182,S89,S330,S399,S805,S805,S805,S661,S1093,S175,S182,S805,S805,S813,S1118,S628,S185,S185,S415,S709,S709,S1262,S805,S805,S805,S592,S592,S1228,S182,S182,S89,S852,S852,S578,S182,S182,S1046,S1046,S752,S1010,S182,S182,S182,S852,S852,S1093,S805,S805,S805,S804,S837,S811,S805,S805,S805,S708,S852,S852,S185,S415,S166,S1093,S1093,S976,S338,S338,S338,S785,S785,S1093,S415,S415,S415,S796,S820,S1375,S805,S805,S415,S12,S709,S583,S166,S166,S166,S280,S1074,S264,S166,S166,S166,S796,S796,S758,S415,S834,S834,S709,S123,S376,S708,S338,S338,S785,S785,S12,S338,S338,S338,S1027,S758,S322,S338,S338,S338,S811,S811,S18,S658,S658,S658,S67,S67,S67,S566,S566,S966,S415,S415,S415,S658,S658,S658,S166,S166,S597
S709,S709,S709,S14,S14,S14,S1093,S1093,S709,S198,S1243,S1240,S1159,S1159,S1159,S1258,S1258,S1258,S289,S289,S289,S542,S542,S542,S1129,S1129,S1129,S697,S697,S950,S1221,S1221,S1221,S709,S709,S709,S19,S19,S563,S997,S997,S997,S709,S709,S709,S15,S149,S456,S980,S980,S182,S852,S852,S852,S4,S4,S4,S729,S729,S110,S12,S12,S848,S848,S709,S709,S415,S415,S415,S709,S709,S709,S400,S400,S585,S240,S914,S914,S661,S661,S661,S289,S289,S289,S578,S578,S578,S708,S708,S338,S714,S714,S211,S805,S415,S415,S852,S852,S852,S847,S847,S1328,S185,S415,S834,S848,S709,S1234,S1188,S1277,S297,S708,S338,S852,S871,S871,S1028,S415,S415,S834,S852,S852,S852,S628,S628,S621,S1334,S1334,S89,S1069,S826,S826,S834,S834,S834,S12,S12,S848,S786,S182,S182,S805,S805,S805,S1123,S834,S796,S796,S433,S55,S182,S182,S182,S12,S709,S709,S786,S786,S786,S415,S415,S415,S842,S842,S842,S786,S786,S786,S182,S182,S182,S852,S852,S785,S786,S786,S980,S577,S577,S891,S182,S182,S182,S709,S433,S1292,S578,S182,S805,S233,S233,S383,S415,S415,S415,S12,S12,S796,S12,S12,S1093,S229,S229,S1358,S834,S834,S834,S1230,S1283,S466,S980,S980,S578,S338,S867,S284,S182,S182,S182,S785,S12,S796,S578,S182,S182,S140,S813,S582,S805,S805,S185,S1093,S1093,S694,S182,S182,S182,S820,S820,S592,S578,S578,S338,S89,S89,S980,S578,S578,S86,S86,S672,S752,S578,S578,S578,S89,S89,S12,S182,S182,S182,S796,S376,S454,S182,S182,S182,S834,S89,S89,S805,S185,S415,S12,S12,S709,S708,S708,S708,S852,S852,S12,S185,S185,S185,S976,S796,S820,S182,S182,S185,S661,S1093,S796,S415,S415,S415,S796,S1228,S758,S415,S415,S415,S976,S976,S765,S805,S166,S166,S1093,S796,S1228,S834,S1051,S1051,S852,S852,S661,S1051,S1051,S1051,S75,S327,S745,S1051,S1051,S1051,S453,S453,S553,S338,S338,S338,S76,S76,S76,S63,S63,S566,S185,S185,S185,S338,S338,S338,S415,S415,S618
S1093,S1093,S1093,S210,S210,S210,S848,S848,S1093,S456,S198,S1243,S796,S796,S796,S893,S893,S893,S9,S9,S9,S94,S94,S94,S796,S796,S796,S377,S377,S774,S958,S958,S958,S1093,S1093,S1093,S221,S221,S19,S139,S139,S139,S1093,S1093,S1093,S1090,S15,S149,S786,S786,S980,S89,S89,S89,S709,S709,S709,S826,S826,S729,S661,S661,S12,S12,S1093,S1093,S578,S578,S578,S1093,S1093,S1093,S525,S525,S400,S835,S240,S240,S785,S785,S785,S219,S219,S219,S980,S980,S980,S834,S834,S708,S842,S842,S1148,S182,S185,S185,S89,S89,S89,S525,S525,S452,S805,S185,S415,S12,S1093,S512,S1174,S1188,S307,S834,S708,S89,S341,S143,S1216,S185,S185,S415,S89,S89,S89,S1083,S1083,S628,S338,S338,S1334,S928,S1069,S1069,S1123,S1123,S1123,S661,S661,S12,S55,S578,S578,S182,S182,S182,S415,S1123,S4,S4,S823,S297,S578,S578,S578,S661,S1093,S1093,S55,S55,S55,S185,S185,S185,S833,S833,S833,S55,S55,S55,S578,S578,S578,S89,S89,S852,S55,S55,S786,S796,S796,S577,S578,S578,S578,S1093,S796,S241,S980,S578,S182,S1095,S1095,S233,S185,S185,S185,S661,S661,S709,S661,S661,S12,S527,S527,S1148,S415,S415,S415,S672,S1230,S1283,S786,S786,S980,S708,S569,S85,S578,S578,S578,S852,S661,S709,S980,S578,S578,S383,S140,S563,S182,S182,S805,S12,S12,S1145,S578,S578,S578,S652,S652,S919,S980,S980,S708,S338,S338,S786,S980,S980,S29,S29,S1118,S427,S980,S980,S980,S338,S338,S661,S578,S578,S578,S709,S151,S265,S578,S578,S578,S415,S338,S338,S182,S805,S185,S661,S661,S1093,S834,S834,S834,S89,S89,S661,S805,S805,S805,S709,S976,S807,S578,S578,S805,S785,S31,S976,S185,S185,S185,S976,S123,S1074,S185,S185,S185,S709,S709,S796,S182,S415,S415,S31,S976,S1027,S166,S708,S708,S89,S89,S785,S708,S708,S708,S1062,S1027,S758,S708,S708,S708,S164,S164,S811,S1051,S1051,S1051,S976,S976,S976,S676,S676,S63,S805,S805,S805,S1051,S1051,S1051,S185,S185,S700
S848,S848,S848,S450,S450,S130,S12,S12,S848,S1166,S456,S198,S709,S709,S709,S1238,S1238,S1238,S1258,S1258,S1258,S1100,S1100,S1100,S709,S709,S709,S1129,S1129,S697,S1041,S1041,S1041,S848,S848,S848,S959,S959,S221,S321,S321,S321,S848,S848,S848,S1206,S1090,S15,S297,S297,S786,S338,S338,S338,S1093,S1093,S1093,S1083,S1083,S826,S785,S785,S661,S661,S848,S848,S786,S786,S786,S848,S848,S848,S1038,S1038,S525,S366,S835,S835,S852,S852,S852,S91,S882,S882,S786,S786,S786,S415,S415,S834,S1190,S1190,S671,S578,S805,S805,S338,S338,S338,S768,S768,S1338,S182,S805,S185,S661,S848,S1341,S1306,S1174,S1221,S415,S834,S338,S563,S341,S987,S805,S805,S185,S338,S1334,S1334,S57,S57,S1083,S708,S708,S338,S57,S928,S928,S415,S415,S415,S785,S785,S661,S307,S980,S980,S578,S578,S578,S185,S415,S709,S709,S796,S307,S980,S980,S980,S785,S12,S12,S1221,S1221,S1221,S805,S805,S805,S1300,S1300,S1300,S297,S297,S297,S980,S980,S980,S338,S338,S89,S307,S307,S55,S709,S709,S796,S980,S980,S980,S12,S709,S532,S786,S980,S578,S1045,S1045,S816,S805,S805,S805,S785,S785,S1093,S785,S785,S661,S32,S32,S229,S185,S185,S185,S229,S672,S1230,S55,S55,S786,S834,S796,S322,S980,S980,S980,S89,S785,S1093,S786,S980,S980,S686,S383,S1118,S578,S578,S182,S661,S661,S177,S980,S980,S980,S124,S124,S820,S786,S786,S834,S708,S708,S55,S786,S786,S1270,S1270,S811,S672,S786,S786,S786,S708,S708,S785,S980,S980,S980,S1093,S264,S1270,S980,S980,S980,S185,S708,S708,S578,S182,S805,S785,S785,S12,S166,S166,S166,S658,S658,S785,S182,S182,S182,S1093,S709,S796,S980,S980,S182,S852,S12,S709,S805,S805,S805,S709,S280,S1228,S805,S805,S805,S1093,S1093,S976,S578,S805,S805,S12,S709,S123,S415,S834,S834,S658,S658,S852,S834,S834,S834,S280,S75,S327,S834,S834,S834,S345,S345,S216,S166,S166,S166,S709,S709,S709,S1149,S1149,S676,S182,S182,S182,S93,S93,S93,S805,S805,S694
